"	Segment","	2022-11-21","	2022-11-22","	2022-11-23","	2022-11-24","	2022-11-25","	2022-11-26","	2022-11-27","	2022-11-28","	2022-11-29","	2022-11-30","	2022-12-01","	2022-12-02","	2022-12-03","	2022-12-04","	2022-12-05","	2022-12-06","	2022-12-07","	2022-12-08","	2022-12-09","	2022-12-10","	2022-12-11","	2022-12-12","	2022-12-13","	2022-12-14","	2022-12-15","	2022-12-16","	2022-12-17","	2022-12-18","	2022-12-19","	2022-12-20","	2022-12-21","	2022-12-22","	2022-12-23","	2022-12-24","	2022-12-25","	2022-12-26","	2022-12-27","	2022-12-28","	2022-12-29","	2022-12-30","	2022-12-31","	2023-01-01","	2023-01-02","	2023-01-03","	2023-01-04","	2023-01-05","	2023-01-06","	2023-01-07","	2023-01-08","	2023-01-09","	2023-01-10","	2023-01-11","	2023-01-12","	2023-01-13","	2023-01-14","	2023-01-15","	2023-01-16","	2023-01-17","	2023-01-18","	2023-01-19","	2023-01-20","	2023-01-21","	2023-01-22","	2023-01-23","	2023-01-24","	2023-01-25","	2023-01-26","	2023-01-27","	2023-01-28","	2023-01-29","	2023-01-30","	2023-01-31","	2023-02-01","	2023-02-02","	2023-02-03","	2023-02-04","	2023-02-05","	2023-02-06","	2023-02-07","	2023-02-08","	2023-02-09","	2023-02-10","	2023-02-11","	2023-02-12","	2023-02-13","	2023-02-14","	2023-02-15","	2023-02-16","	2023-02-17","	2023-02-18","	2023-02-19"
"	All Users","2655","2907","2880","2760","2584","3046","3253","3352","3468","3728","3521","3091","3199","2935","3382","3014","2946","3107","2751","2959","3052","3324","3010","3478","3265","3383","3329","3163","3206","2861","2600","2631","2695","2882","2639","3047","3266","3360","3347","3343","3119","3202","3429","4578","2809","2413","2660","2800","2718","3110","2786","2793","3139","2656","2830","2706","3182","2585","3513","3337","3017","3048","2985","3094","3208","2960","2820","2581","2937","3048","3056","3316","4184","3239","2917","2912","2590","2755","2912","2679","2943","2484","2666","2559","2945","2581","3466","3326","2951","2781","1544"
