"Segment","2022-09-28","2022-09-29","2022-09-30","2022-10-01","2022-10-02","2022-10-03","2022-10-04","2022-10-05","2022-10-06","2022-10-07","2022-10-08","2022-10-09","2022-10-10","2022-10-11","2022-10-12","2022-10-13","2022-10-14","2022-10-15","2022-10-16","2022-10-17","2022-10-18","2022-10-19","2022-10-20","2022-10-21","2022-10-22","2022-10-23","2022-10-24","2022-10-25","2022-10-26","2022-10-27","2022-10-28","2022-10-29","2022-10-30","2022-10-31","2022-11-01","2022-11-02","2022-11-03","2022-11-04","2022-11-05","2022-11-06","2022-11-07","2022-11-08","2022-11-09","2022-11-10","2022-11-11","2022-11-12","2022-11-13","2022-11-14","2022-11-15","2022-11-16","2022-11-17","2022-11-18","2022-11-19","2022-11-20","2022-11-21","2022-11-22","2022-11-23","2022-11-24","2022-11-25","2022-11-26","2022-11-27","2022-11-28","2022-11-29","2022-11-30","2022-12-01","2022-12-02","2022-12-03","2022-12-04","2022-12-05","2022-12-06","2022-12-07","2022-12-08","2022-12-09","2022-12-10","2022-12-11","2022-12-12","2022-12-13","2022-12-14","2022-12-15","2022-12-16","2022-12-17","2022-12-18","2022-12-19","2022-12-20","2022-12-21","2022-12-22","2022-12-23","2022-12-24","2022-12-25","2022-12-26","2022-12-27"
"user_level ≥ 100","6605.185350152034","6675.947470562322","6552.348289723901","6688.666748777574","6848.1134553803395","6434.029763543849","6457.3772850331825","5700.598832280634","5830.762133013781","6302.593310723892","6846.752533358325","7132.9448697077805","7035.877190392368","6824.939414327092","6537.640462137386","6386.384560849828","6699.419563534699","6755.2186602416505","6864.235390956112","6522.6059421872305","6302.549507219803","6219.581141182554","6247.9811981163575","6357.38987802194","6478.762561143562","6649.751155130876","6374.152612847122","6229.630384314807","6467.581788277512","6606.461008856905","6555.425841334949","6656.281170895567","6818.473091999622","6258.304864572558","6445.1993339509145","6087.091367765499","6677.3894909453875","6670.117013096239","6945.051582621541","6794.55075762882","6503.67089354514","6495.012217110891","6377.788720665287","6376.478714141426","6472.699022648797","6633.842002388968","6791.460944246625","6483.153848843715","6283.92574962649","6237.698582012545","6255.270419913923","6323.776497587383","6507.507523939808","6577.629763872491","6291.118253996013","6221.230271003344","6417.367985355673","6433.137066597196","6547.518400307172","6663.0659021593265","6808.876367601769","6217.932563675316","6328.693857142857","5698.9743052844515","6526.345914297044","6722.7750864251775","7072.343271025883","6686.716745849932","6417.655408581212","6174.99975543871","6456.894522870973","6736.286946995109","6655.483761678245","6729.574876201056","6876.377876209348","6607.960453596899","6335.305739376061","6223.125501262439","6219.828417551814","6110.840488440854","6330.8501148112455","6526.00575163705","6174.378719452023","6149.936948093282","6073.3344840010695","6064.783638583639","6175.293128156936","5775.234809474769","5621.03296158927","5486.515393604082","1343.282438591538"
